title,introduction,link,price,booking_date,rating_star,rating_count,country,cat_key,,
台灣花蓮｜野 Fun 花蓮 SUP 立槳體驗｜清水斷崖,即刻下訂，最風行的水上運動玩起來！「SUP – stand up paddle 立槳」可說是最有趣又安全的水上活動，也是近幾年超級風行的水上活動，適合所有年齡、體型的人，它的操作技巧簡單，安全性高，小朋友、成人、長輩都可以簡單入門、帥氣的探索水域，親子一起玩產生互動、建立默契，還可以為全家人留下共同遊玩的回憶！,https://www.kkday.com/zh-tw/product/127487,1600,20220318,0,0,台灣,"['戶外休閒', '水上活動', '刺激冒險']",,
台灣綠島｜水行俠水上自行車體驗,立即訂購台灣綠島水上自行車體驗，親自操作有趣的水上自行車，在湛藍大海中暢快騎乘，敞徉在綠島的熱帶美景。由專業教練帶領，騎上獨一無二的水上自行車，探索綠島的海上風光，與三五好友一起享受美好時刻。可依照個人體能狀況選擇不同時間長度的方案。水上自行車，安全穩固的設計，適合各年齡層的朋友一同體驗，大人小孩一起同樂。,https://www.kkday.com/zh-tw/product/127477,1500,20220317,0,0,台灣,"['戶外休閒', '水上活動', '特色行程']",,
台灣花蓮｜野 Fun 花蓮 SUP 立槳體驗｜洄瀾灣太平洋,即刻下訂，最風行的水上運動玩起來！「SUP – stand up paddle 立槳」可說是最有趣又安全的水上活動，也是近幾年超級風行的水上活動，適合所有年齡、體型的人，它的操作技巧簡單，安全性高，小朋友、成人、長輩都可以簡單入門、帥氣的探索水域，親子一起玩產生互動、建立默契，還可以為全家人留下共同遊玩的回憶！,https://www.kkday.com/zh-tw/product/127476,1600,20220318,0,0,台灣,"['戶外休閒', '水上活動', '刺激冒險']",,
台灣花蓮｜野 Fun 花蓮 SUP 立槳體驗｜花蓮溪縱谷,即刻下訂，最風行的水上運動玩起來！「SUP – stand up paddle 立槳」可說是最有趣又安全的水上活動，也是近幾年超級風行的水上活動，適合所有年齡、體型的人，它的操作技巧簡單，安全性高，小朋友、成人、長輩都可以簡單入門、帥氣的探索水域，親子一起玩產生互動、建立默契，還可以為全家人留下共同遊玩的回憶！,https://www.kkday.com/zh-tw/product/127449,2200,20220318,0,0,台灣,"['戶外休閒', '水上活動', '刺激冒險']",,
台灣花蓮｜野 Fun 花蓮 SUP 立槳體驗｜鯉魚潭,即刻下訂，最風行的水上運動玩起來！「SUP – stand up paddle 立槳」可說是最有趣又安全的水上活動，也是近幾年超級風行的水上活動，適合所有年齡、體型的人，它的操作技巧簡單，安全性高，小朋友、成人、長輩都可以簡單入門、帥氣的探索水域，親子一起玩產生互動、建立默契，還可以為全家人留下共同遊玩的回憶！,https://www.kkday.com/zh-tw/product/127441,1400,20220318,0,0,台灣,"['戶外休閒', '水上活動', '刺激冒險']",,
台灣澎湖｜波賽頓海洋運動俱樂部｜SUP 立式划槳｜雙曲橋&虎目滬,在專業教練帶領下，划著 SUP 立式划槳，前往雙曲橋/虎目滬，感受台灣大自然之美，結合當地人文漁法探索，來一趟深度的澎湖 SUP 之旅。划著 SUP 通過漲潮時的雙曲橋&虎目滬，放眼望去一片藍天碧海，享受溫暖的陽光與眼前的美景。,https://www.kkday.com/zh-tw/product/127337,1800,20220408,0,0,台灣,"['一日遊', '水上活動', '特色行程']",,
【獨家優惠】台灣宜蘭礁溪｜回巢Homing 荒野沙漠農場｜園區抵用券,立即於 KKday 預訂回巢Homing 園區抵用券，現場免排隊，即可抵用消費直接入園！與超萌狐蒙、天竺鼠、杜伯綿羊、蘇卡達象龜、梵天雞等可愛動物互動，來一趟療癒的美西荒野沙漠風農場之旅。距離宜蘭礁溪火車站10分鐘車程，黃色鐵皮屋、多肉植物花園、摩艾塗鴉牆、星空雪屋與大型玻璃杯，還有美式工業風餐廳，提供漢堡、薯條、炸物、沙拉等美式料理好吃又好玩！親子友善設施一應俱全，無論是情侶、朋友或是親子出遊，都是不可錯過的宜蘭熱門景點 !,https://www.kkday.com/zh-tw/product/127332,180,20220317,0,0,台灣,"['景點門票', '當地美食', '自然生態']",,
深度探索北海岸之美｜獨特船隻潛水體驗,想體驗獨具特色的『船潛』？ 不必遠渡重洋，在台灣北部海域就能體驗到！乘船直接到海上再下水，減少體力負荷讓您探索海底更輕鬆。本活動將帶您探索海底世界美妙，從潛水裝備介紹、洋流解說，專業且經驗豐富之教練讓您免除緊張，在教練帶領下，輕鬆享受風靡全球的水肺潛水。,https://www.kkday.com/zh-tw/product/120222,4000,20220501,0,0,台灣,"['戶外休閒', '水上活動']",,
屏東墾丁｜墾草趣草食生態園區｜入園門票,大人小孩的天真爛漫，釋放童心的好去處，一同看著草泥馬那「憨」的可愛模樣，還有小鹿斑比開心迎接您，國境之南的美，竟藏著一個小小動物園，喜歡和你們互動、快樂的玩在一起，在這悠閒的時光，快來一起創造滿滿幸福感吧！,https://www.kkday.com/zh-tw/product/104967,160,20220316,4.6,40,台灣,"['景點門票', '特色行程', '自然生態']",,
台北 | 台灣小吃料理體驗 CookInn Taiwan 烹飪教室,立即在 KKday 預訂旅人料理教室 CookInn Taiwan 台灣小吃烹飪教室，鄰近捷運南京復興站步行 8 分鐘！提供滷肉飯、珍珠奶茶、小籠包教學課程，另有台菜料理、牛肉麵課程，亦有素食菜單可供選擇，小孩也可以一同上課。,https://www.kkday.com/zh-tw/product/23043,2000,20220317,4.94,32,台灣,"['當地美食', 'DIY課程', '特色行程']",,
台灣樂園接駁車｜住家往返，直達小叮噹科學主題園區,透過 KKday 預訂，由住家、車站、市區 包車直達小叮噹科學主題樂園！再也不用煩惱交通怎麼去、客運運輸等太久！住家出發，直達樂園。車輛直接到您指定的市區地點帶您前往樂園！您只需要煩惱玩的時間不夠、何時再去玩一次！,https://www.kkday.com/zh-tw/product/103526,950,20220316,5,3,台灣,"['專車接送', '私人團&包車', '主題樂園']",,
VIVISPA｜全台多分店｜須自行電話預約,立即線上購買 VIVISPA 電子票券，VIVISPA 是美國 WINEX 皮膚醫學理療研究中心研發的專業級沙龍品牌，擁有多項得獎的世界獨家專利，是眾多女星及模特兒都推崇愛用的專業級沙龍，全台近 70 間分店，平假日皆可使用。,https://www.kkday.com/zh-tw/product/100524,666,20220316,5,4,台灣,"['身心療育', '特色行程']",,
台北新板希爾頓酒店餐券｜逸廊英式下午茶｜須自行電話訂位,新板希爾頓酒店位於新北市板橋區中心，鄰近購物，娛樂和商業區和萬坪公園。大廳酒吧 SociAbility 逸廊，社交和商務聚會的理想場所。全天營業，提供熟食、甜點和飲料，下午則是會有一系列的特色精選下午茶。,https://www.kkday.com/zh-tw/product/28454,999,20220315,3.48,21,台灣,"['餐廳訂位', '當地美食']",,
台灣基隆｜和平島公園實境解謎－時光之鳶守護者傳說,立即下訂 KKday 和平島公園實境解謎－時光之鳶守護者傳說，改編自島嶼上的歷史，一段跨越了六百萬年的傳說故事。玩家必須親自踏上這座島，才能探索從未想像的和平島秘密，把實際場景變成任務與寶物，加入島的人文歷史、地質地景，以解謎與抓寶的方式打造的「小島實境解謎」。適合親子、情侶、三五好友、工商團體來和平島公園，跟著遊戲帶你走遍和平島公園必去景點，一次滿足打卡、踏青、團隊解謎！,https://www.kkday.com/zh-tw/product/116232,800,20220315,5,1,台灣,"['戶外休閒', '特色行程', '自然生態']",,
綠島浮潛與租車推薦 | 機車租借&海洋浮潛&體驗潛水 | 南寮港口取還,綠島環島機車行好輕鬆，便捷南寮漁港取還機車，參與綠島浮潛體驗綠島繽紛海底世界珊瑚礁、熱帶魚環繞四周，體驗水肺潛水專業教練隨行帶領下一探綠島海底世界有機會與海龜共游,https://www.kkday.com/zh-tw/product/101086,390,20220317,4.88,16,台灣,"['水上活動', '租車自駕']",,
台灣屏東｜墾丁南灣自駕叢林沙灘車,勇闖原始森林沙灘車，用四輪驅動的引擎動力，無視地形阻礙，更加深入穿越叢林，在蜿蜒的小路中，疾駛而過，挑戰自我過彎極限！,https://www.kkday.com/zh-tw/product/1678,550,20220316,4.68,149,台灣,['刺激冒險'],,
【墾丁陸上活動】南灣草地雙人飛球體驗,墾丁南灣草地飛球給你360度天旋地轉的刺激快感是墾丁熱門陸上設施之一。你還認為來墾丁南灣只有玩水嗎？來點不一樣的墾丁體驗，憑KKday電子憑證即可體驗不一樣的墾丁風情。,https://www.kkday.com/zh-tw/product/1672,333,20220316,4.59,32,台灣,"['戶外休閒', '主題樂園']",,
台灣花蓮｜太魯閣錐麓古道健行｜一人保證成團,現在預訂太魯閣錐麓古道健行，專業中、英文導遊服務，讓你能更深入探索太魯閣國家公園。立霧溪經年累月的沖洗，切割出壯麗斷崖和峽谷，古道背後更隱含著前人血淚交織的悲愴歷史，站在超過 500 公尺落差的斷崖上，等你親身經歷才能感受那種居高臨下的震撼，和我們一起探索太魯閣國家公園的的「 神雕峽谷 」，體驗屬於高山視野的壯闊景致。,https://www.kkday.com/zh-tw/product/121014,1399,20220427,4.44,9,台灣,"['戶外休閒', '一日遊', '自然生態']",,
台北喜來登大飯店｜入住再贈 Xpark 豪華福袋 1 組,現在預訂台北喜來登大飯店住宿，輕鬆搞定台北住宿！台北喜來登共擁有 688 間全新設計裝潢的各式客房及套房，及多間中、西、日、泰式異國美食餐廳，提供賓客最豐富精采的食宿享受。傳承三十餘年來一貫溫婉細膩的服務精神，台北喜來登誠摯邀請您一同驗證這場充滿感動與驚喜的時尚風華再現！,https://www.kkday.com/zh-tw/product/118171,4150,20220318,4.57,7,台灣,['飯店'],,
高鐵假期｜台北君品酒店 & 高鐵來回車票,立即在 KKday 訂購台灣高鐵假期，國旅交通住宿一次搞定！台北君品酒店鄰近三鐵共構的台北車站，以深厚的文化底蘊，結合歐式的古典設計、貴族般的優雅氣勢以及東方哲學，成為台北首家五星級文化酒店。,https://www.kkday.com/zh-tw/product/126363,1650,20220321,0,0,台灣,"['飯店', '多日遊', '高鐵假期']",,
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆貢多拉Gondola遊愛河船票,現在立即在 KKday 預定高鐵乘車票 75 折加貢多拉Gondola遊愛河船票即享優惠，任選高鐵站出發！ 不用出國就能體驗義大利威尼斯貢多拉船，一面體驗異國風情欣賞愛河風景，一面聆聽船夫的美聲歌唱，來場與情人朋友之間的浪漫約會吧！,https://www.kkday.com/zh-tw/product/123933,335,20220315,4.71,7,台灣,['交通票券'],,
台灣嘉義｜布袋海上巴士｜蛋糕沙灘體驗,現在透過 KKday 預訂布袋海上巴士蛋糕沙灘體驗活動，搭乘潮間帶的海上觀光巴士，遊賞布袋的生態美景，觀察潮間帶之生物、觀賞蚵田風光、及生態沙洲賞鳥，一同追逐大自然的蹤跡，體驗難得的布袋生態旅程。,https://www.kkday.com/zh-tw/product/124175,400,20220318,0,0,台灣,"['戶外休閒', '水上活動', '自然生態']",,
台灣鼎王麻辣鍋餐券｜內用・外帶｜須自行電話訂位,鼎王麻辣鍋創立於 1991 年，歷經不同階段的轉型蛻變，打造融合中式傳統藝術與現代美學的餐飲空間設計，並首創服務人員鞠躬禮儀。從產品、服務、器血、環境，營造令顧客五感滿足的用餐體驗，成為一家擁有良好口碑與服務品質的時尚麻辣火鍋餐廳。,https://www.kkday.com/zh-tw/product/124159,1653,20220316,4,2,台灣,"['餐廳訂位', '當地美食']",,
高雄親子館｜kid's建築樂園高雄夢時代店平假日通用樂園門票,高雄親子館｜kid's建築樂園高雄夢時代店平假日通用樂園門票，透過 KKday 購買優於現場價格，僅需以手機出示電子憑證不必列印。Kid's建築樂園｜高雄夢時代店（銀河時代概念館），耗費五千萬結合「宇宙科幻、時尚流線設計、光影互動科技」打造的豪華太空場景，並專設家長獨立舒壓空間，創造歡樂、培養美感與創造力的親子樂園,https://www.kkday.com/zh-tw/product/126602,100,20220315,0,0,台灣,['主題樂園'],,
高鐵假期｜高雄德立莊飯店博愛館 & 高鐵來回車票,立即在 KKday 訂購台灣高鐵假期，國旅交通住宿一次搞定！高雄德立莊飯店博愛館位於高雄後火車站商圈，步行 3 分鐘即可以抵達捷運後驛站，方便前往知名景點愛河、駁二特區及瑞豐夜市，是您旅遊探索高雄的最佳選擇。,https://www.kkday.com/zh-tw/product/28573,1040,20220321,5,5,台灣,"['多日遊', '城市觀光', '高鐵假期']",,
台中租機車｜中港轉運站取車｜泰欣機車出租,現在訂購台中機車租借，台中中港轉運站步行3分鐘取車，鄰近東海大學與逢甲夜市商圈，租還車輕鬆又便利！不受大眾交通工具限制，騎乘機車深入台中大街小巷各個角落，享受自由自在的台中之旅。,https://www.kkday.com/zh-tw/product/104439,350,20220316,4.6,10,台灣,['租車自駕'],,
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆屏東海生館夜宿體驗｜世界水域館,現在訂高鐵單程車票 75 折優惠加屏東夜宿體驗，任選高鐵站出發！還可在 T-EX App 上快速領取車票。「和大家分享海洋夜晚的樣貌吧！」一群熱愛海洋的工作人員開始籌畫，如何改建現有的硬體設備、設計與海洋生物親近的體驗活動、親身探索夜晚中海洋的秘密盡情享受與魚群一同入睡的獨特體驗！夜宿海生館與白天參觀海生館絕對是不一樣的體驗，活動多元豐富，肯定是一個難忘的回憶！,https://www.kkday.com/zh-tw/product/123852,2585,20220318,5,1,台灣,"['自然生態', '特色行程', '交通票券']",,
台灣台南｜奇美博物館實境遊戲,繼首款實境遊戲《穹頂計畫》翻轉觀眾的看展體驗，奇美博物館再推續作以希臘神話為主題，推出《穹頂計畫 II 潘神之子》，讓玩家體驗寶藏獵人團與怪盜集團的頂尖對決！立即在 KKday 下訂奇美博物館實境遊戲《穹頂計畫 II 潘神之子》，奇美博物館實境遊戲「穹頂計畫」，把藝術典藏品變成有趣的解謎線索，展場也可以是尋寶遊戲空間，參觀博物館不再死板板，藝術品不再只有距離感。宛如達文西密碼的解謎世界，與三五好友來奇美博物館，用實境遊戲互動解謎的方式，玩一場典藏品探索之旅吧！,https://www.kkday.com/zh-tw/product/102616,1500,20220315,4.72,57,台灣,"['文史藝術', '博物館&展覽']",,
花蓮縱谷輕旅行半日遊 | 雲山水＆鯉魚潭 | 花蓮市區接送,暢遊花蓮，不擔心行程規劃，從花蓮市區飯店或民宿登門接駁，由專人帶領遊覽雲山水、鯉魚潭、山姆先生咖啡館等花蓮熱門景點。專業中文司機詳細介紹，兩人即可出遊成行，快透過 KKday 訂購吧！,https://www.kkday.com/zh-tw/product/23514,800,20220317,4.66,58,台灣,"['一日遊', '戶外休閒', '城市觀光']",,
高鐵假期｜台中寶島53行館2日自由行＆高鐵來回車票,立即在KKday訂購台灣高鐵假期，國旅交通住宿一次搞定！寶島 53 行館位於台中火車站相迎的中山路上，從火車站步行到飯店只需2分鐘！ 寶島53行館以『台中市中區最有品味氣質的飯店』自許， 溫馨典雅的舒適氛圍，以客為尊的品味服務，提供商務與熱愛旅遊的您一處鬧中取靜的清淨寓所！,https://www.kkday.com/zh-tw/product/126100,1080,20220321,4,1,台灣,"['飯店', '多日遊', '高鐵假期']",,
KKday 獨家方案｜大湖採草莓｜苗栗雲也居一休閒農場｜半日小農體驗,立即訂購苗栗雲也居一休閒農場，在擁有 30 年歷史的知名薑麻園品嚐獨特的薑麻料理，同時前往合作草莓園體驗在大湖採草莓的樂趣，亦可購買含拔蘿蔔體驗、黑糖薑醬方案，豐富多元的半日遊行程就是這麼簡單！,https://www.kkday.com/zh-tw/product/123899,549,20220316,4.9,10,台灣,"['當地美食', '特色行程', '自然生態']",,
【2022連休】澎湖自由行 3 天 2 夜｜喜來登自助晚餐＆島可夢北環巴士| 台北松山機場出發,透過 KKday 預訂澎湖自由行 3 天 2 夜，輕鬆搞定往返機票及澎湖住宿，自行規劃行程，暢遊台灣最美麗的海島度假勝地的離島澎湖。為您精選澎湖(馬公)市區超值酒店，讓您方便購物採買。再加碼贈送四大好禮，名額有限，機會難得，要搶要快！,https://www.kkday.com/zh-tw/product/119519,8399,20220401,0,0,台灣,"['戶外休閒', '多日遊', '城市觀光']",,
屏東海生館｜迷你解說員．飼育員工作體驗,透過KKday預約屏東海生館解說員．飼育員體驗，讓寶貝們戴上麥克風，體驗一日小小解說員，再進入飼育員的工作後場，近距離探索、照顧海洋生物！魚你同行-走在海底隧道中感受海洋生物環繞的同時，可曾想像過展示缸的另一面是什麼樣貌呢?而展示缸中與魚兒共遊的飼育員，又有著什麼樣的十八般武藝?邀請你一起進入飼育員工作的場域，『突破展窗』近距離探索海洋生物。,https://www.kkday.com/zh-tw/product/127141,1050,20220318,0,0,台灣,"['一日遊', '特色行程', '自然生態']",,
嘉義兩天一夜｜特富野部落＆鄒式野炊＆手作獵人風笛｜嘉義出發,現在訂購台灣嘉義特富野兩天一夜部落體驗，最高人數上限 12 人精緻小團，由在地部落獵人帶領至山林見習，學習部落傳承的古老智慧。行程將從認識部落的文化和習俗開始，再以最友善的方式深入探索，向山林學習、與大地共存，並發掘山林中獨一無二的寶藏。,https://www.kkday.com/zh-tw/product/102379,4880,20220514,0,0,台灣,"['當地美食', '特色行程', '多日遊']",,
台灣綠島 | 夜間生態導覽&尋覓梅花鹿夜遊 | 每日出發,綠島夜遊生態導覽、尋覓梅花鹿、貓頭鷹、專業生態解說，跟隨導覽員漫步綠島星空、遠離喧囂尋覓大小生物沿途驚喜、KKday 立即下訂、認識與白晝夏日火燒島不同的夜幕綠島！,https://www.kkday.com/zh-tw/product/118251,95,20220315,4.67,6,台灣,"['戶外休閒', '自然生態']",,
【挑戰登百岳】南投登山一日遊｜合歡山主峰＆石門山｜台中出發,現在預訂南投登山一日遊，從台中出發！全台公路最高點武嶺、全台最高旅館松雪樓、全台最親近的百岳石門山、最佳視野環繞合歡山主峰。,https://www.kkday.com/zh-tw/product/24157,1899,20220323,4.71,21,台灣,"['戶外休閒', '特色行程', '一日遊']",,
台東知本老爺酒店餐券｜酋長鐵板燒｜須自行電話訂位,台東知本老爺酒店餐券，位於台東知本溫泉區內，擁有青翠杉林環繞，享受精心烹調的南洋風情的美味鐵板佳餚饗宴，體驗知本老爺貼心真誠的優質服務！透過 KKday 購買優於現場價格，僅需以手機出示電子憑證不必列印。,https://www.kkday.com/zh-tw/product/23643,629,20220315,3.85,13,台灣,"['餐廳訂位', '當地美食']",,
花蓮親子手工體驗｜鍾華玉品藝術工坊｜玉石研磨課程,台灣東部盛產許多礦石，其中花蓮出產許多精美的玉石，KKday 精心推薦位在吉安鄉的鍾華玉品藝術工坊，工坊鍾榮華老師，獲頒文化部“國家級工藝師”「台灣工藝之家」頭銜。觀光工廠裡有專人導覽解說玉石如何研磨成型，不只可以看到各式各樣的玉石藝術品，還可以親手 DIY 體驗加工過程，每一件成品都是獨一無二的創作，爸爸媽媽可以在這裡帶著小孩一起制作出充滿回憶的紀念品。,https://www.kkday.com/zh-tw/product/35942,400,20220315,4.97,73,台灣,"['文史藝術', 'DIY課程', '特色行程']",,
台南溫泉一日遊｜ 關子嶺溫泉 & 台江國家公園 & 玻璃天空步道 ｜ 台南市區彈性接送,現在訂購台南關子嶺溫泉一日遊，台南市區出發，一天之內走遍必去 台江國家公園遊客中心、台南六甲落羽松、174 翼騎士驛站、關子嶺溫泉！台江國家公園遊客中心，白色建築佇立在水上的建築倒映在平靜的湖面，是另一番優雅的風景。還有期間限定不能錯過的落羽松森林， 174 翼騎士驛站裡其中最著名的玻璃天空步道連結連綿不絕的山峰，偶有煙霧繚繞景色非常夢幻。行程最後在關子嶺安排一趟療癒身心的溫泉體驗再適合不過了！現在就跟家人、好友計畫一趟南台灣的溫泉旅行。,https://www.kkday.com/zh-tw/product/104648,1200,20220316,4.56,9,台灣,"['戶外休閒', '身心療育', '一日遊']",,
【線上獨家5折】台灣桃園｜巧克力共和國 DIY 體驗套票＆零食組合｜觀光工廠,立即於 KKday 訂購巧克力共和國門票，加贈 KKday 專屬入園禮！套票包含導覽、DIY 體驗及專屬小贈品！,https://www.kkday.com/zh-tw/product/123459,90,20220315,4.33,6,台灣,"['景點門票', '主題樂園', '博物館&展覽']",,
台灣高雄｜odor funder 氣味製造所 香水製作體驗,現在預訂香水製作課程，鄰近高雄捷運鹽埕埔站步行 3 分鐘！鄰近駁二特區的 odor funder 氣味製造所，在專業調香師的一對一指導下，了解香水製程與知識，並於事前溝通製作方向， DIY 量身打造獨特氣味。,https://www.kkday.com/zh-tw/product/39526,1800,20220316,4.63,8,台灣,"['DIY課程', '特色行程']",,
【2022麝香木】雲林嘉義一日遊 | 草嶺公路麝香木＆得恩亞納 | 台中出發,現在訂購雲林嘉義一日遊，一天之內走遍必去草嶺公路麝香木、得恩亞納、多林車站、奮起湖、隙頂二延平！帶你從台中出發！到草嶺公路秘境賞浪漫粉紫麝香木炸開的美景，再前往阿里山秘境景點，探索得恩亞納的日式風情、HANA 廚房的異國戀曲、奮起湖奮的台灣古早氛圍！,https://www.kkday.com/zh-tw/product/127482,1300,20220318,0,0,台灣,"['一日遊', '戶外休閒']",,
【 KKday 獨家優惠75折 】台灣桃園｜大魯閣・卡丁車場,即刻在 KKday 下訂大魯閣・卡丁車場，享受北台灣最頂級卡丁車場！大魯閣卡丁車場占地6000坪，為國內獲得CIK-FIA認證之卡丁車賽道。為了符合CIK-FIA的安全規範，保留足夠的緩衝區及賽道間距離，因此僅規劃長度700m賽道，並區分為全場及半場等賽道型式。全場賽道長度700m、寬度8-10米，共有10個彎道。2021年最新修建出的半場賽道長度500m，新增的「微笑彎」可讓N35營業車享受更高速的駕駛樂趣。大魯閣卡丁車場賽道路面採用專業的高規格配方柏油，並考量台灣高溫而多雨的氣候特性，創造出優異的賽道品質，歡迎熱愛賽車的您前來挑戰！,https://www.kkday.com/zh-tw/product/123508,720,20220315,4.83,6,台灣,"['刺激冒險', '主題樂園', '特色行程']",,
龜山島牛奶海｜【南洋風情快艇】 6人行程。 9人行程。 11人行程。海上戲水趴。說走就走,▶【超級仙境】-  龜山島牛奶海 Tiffany 藍夢幻海▶【出遊首選】網美照拍不完 + SUP + 魔毯 + 充氣玩具▶  水上活動 → 玩到爽 → 玩到瘋＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿«⭐» → 不跟別人湊團併船！(不跟別人併船也不跟別人湊再一起！)«⭐» → 專業人員隨船服務及教導使用、幫拍、戒護，體驗奔馳快感！悠閒融入夢幻仙境！«⭐» → 讓你玩到爽~!!~玩到瘋~!!~玩到不想回家~XD~,https://www.kkday.com/zh-tw/product/126593,16000,20220319,0,0,台灣,"['戶外休閒', '水上活動', '特色行程']",,
格上租車｜台中彰化租車自駕遊,連假租車推薦｜在 KKgift 輕鬆完成預定，展開你的自駕遊之旅！甲租乙還、高鐵站取車，讓你輕鬆用車沒煩惱！,https://www.kkday.com/zh-tw/product/103213,1600,20220318,4.67,9,台灣,['租車自駕'],,
玉長公路南環線一日遊｜兩人成行｜台東出發,參加 KKday 台東一日行程，免去交通轉乘不便，從台東火車站、台東機場、知本飯店出發，在一天內走訪各大特色景點：高臺茶園、富里百年教堂、泥火山、東河橋、水往上流，輕鬆閱覽東海岸的美。,https://www.kkday.com/zh-tw/product/100115,1400,20220317,5,3,台灣,"['戶外休閒', '一日遊', '自然生態']",,
【台北 芳療 SPA推薦】Jen SPA 珍選旗艦 / 芳療按摩 / 永康東門商圈,Jen SPA由IFA、NAHA國際認證芳療師領軍，引領您遨遊在純天然客製化調配芳療精油按摩中，均使用歐洲原裝進口有機、天然產品，給予最安全與療癒的照顧，並將專業與呵護注入您的身心靈，感受一場前所未有的芳療饗宴。,https://www.kkday.com/zh-tw/product/29882,950,20220316,4.94,16,台灣,"['身心療育', '特色行程']",,
新竹人氣健行景點｜霞喀羅古道一日縱走｜台北市區出發,現在預訂霞喀羅古道一日縱走，台北市區出發來回接駁，由專業且經驗豐富的領隊帶領，走訪位於新竹的人氣秘境，擁有百年歷史的「霞喀羅古道」，被森林圍繞的山徑，四季呈現不同景色，入秋時可見滿山火紅的楓樹林，是熱門的賞楓景點！參加一日爬山健行，感受歷史古道的獨特魅力！,https://www.kkday.com/zh-tw/product/100407,2700,20220330,4.75,4,台灣,"['一日遊', '特色行程', '自然生態']",,
高鐵假期｜環島之星．花蓮夜宿遠雄海洋公園2日豐富行＆高鐵來回車票,立即在KKday訂購台灣高鐵假期，國旅交通住宿一次搞定！環島之星．花蓮夜宿遠雄海洋公園豐富行,https://www.kkday.com/zh-tw/product/127559,6110,20220321,0,0,台灣,"['環島之星', '多日遊', '高鐵假期']",,
【2022紫藤花】新北一日遊 | 金山老街＆老梅綠石槽 | 台中出發,現在訂購新北一日遊，一天之內走遍必去金山老街、老梅綠石槽、野柳地質公園、淡水紫藤咖啡園！從台中出發，前往野柳地質國家公園，和女王頭相見歡；在金山金包里老街享用人氣美食；欣賞季節限定的老梅綠石槽美景；在淡水紫藤咖啡園，觀賞超過千株日本品種紫藤樹！季節限定一日遊，讓你帶著滿滿的照片和回憶回家！,https://www.kkday.com/zh-tw/product/127491,1350,20220320,0,0,台灣,"['一日遊', '戶外休閒']",,
【限時 67 折優惠】宜蘭東澳戶外活動｜露境東岳 · 山海越野 UXV 體驗,現在預訂露境東岳 · 山海越野 UXV 體驗，親自駕駛 UXV 穿越林道奔馳大海，體會全新的駕馭快感極限刺激。【露境東岳】已將它設計為一項安全且符合親子共乘的越野活動，大人小朋友皆可體驗，2 台車即可成團,https://www.kkday.com/zh-tw/product/119531,1880,20220318,5,1,台灣,"['刺激冒險', '特色行程', '戶外休閒']",,
【KKday 獨家 - 小琉球王船祭】屏東小琉球船票｜屏東東港漁港 - 小琉球來回船票＋限量小王馬一卡通｜藍白航線（不需換票）,立即線上訂購小琉球藍白航線船票，不需換票，持 QR code 直接登船，從屏東東港漁港出發往返小琉球，享受沿途的海景風光。擁有最多船班選擇，往來交通最便利，約 25 分鐘即可抵達小琉球，輕鬆開啟的小琉球旅遊三年一次的小琉球迎王祭即將在小琉球盛大展開，迎王祭為台灣傳統文化祭典總是吸引大量人潮共襄盛舉，KKday 獨家銷售船票＋小王馬套裝組合，2021 獨家限定版，內含平安符一卡通造型卡及多用途口罩帶，快來小琉球一同參與熱鬧盛會,https://www.kkday.com/zh-tw/product/123925,250,20220316,4.17,6,台灣,"['遊船票券', '交通票券']",,
台北大稻埕｜深度漫步文化之旅｜6人即可出發,現在透過 KKday 預訂大稻埕微旅行，專業中文導覽，帶你穿梭百年時光隧道，用走路散步大稻埕，途經大稻埕碼頭茶行、台北霞海城隍廟、李臨秋故居等著名景點，現在下訂三人同行兩人免費！超值行程，集結三五親友，度過好時光！,https://www.kkday.com/zh-tw/product/125665,250,20220319,5,4,台灣,['城市觀光'],,
台灣花蓮｜清水斷崖獨木舟、一泊二食野營獨木舟,現在預訂花蓮清水斷崖獨木舟探索體驗，航行太平洋，從海上觀賞壯闊的景色！在專業教練的指導與協助下，體驗划行獨木舟，欣賞總長 12 公里的斷崖景緻，見證歐亞板塊與菲律賓海板塊推擠的地景奇觀，從海上視角仰望清水斷崖壯麗的峭壁，獨享這一片山壁與太平洋交融的靜謐時光，即使沒有獨木舟經驗亦可迅速上手，盡情感受海水的沁涼，留下難忘的回憶。,https://www.kkday.com/zh-tw/product/19507,1650,20220501,4.54,93,台灣,"['刺激冒險', '水上活動', '戶外休閒']",,
2022離島水上推薦｜台東蘭嶼SUP 立式單槳體驗,現在預訂 KKday 蘭嶼SUP 立式單槳體驗，蘭嶼獨家的 SUP 服務商。位在太平洋上的蘭嶼，黑潮流經使得綠島水溫終年都有 20 度以上，海洋生態豐富，能見度 30 - 50 公尺，清澈深藍的海水顏色是蘭嶼海域獨有。跟著具有救生員執照的教練，在專業的指導下，嘗試安全又刺激的 SUP 立式單槳衝浪板，即刻就訂購 KKday 蘭嶼SUP 體驗，划向蔚藍海域。,https://www.kkday.com/zh-tw/product/22844,1200,20220401,4.91,70,台灣,"['刺激冒險', '水上活動', '戶外休閒']",,
