title,location_title,deep_link,review_count,review_join,review_star,sell_price,start_time,what_we_love
新加坡海洋光譜號＆海洋量子號 Ocean Getaway 遊船之旅（皇家加勒比海國際郵輪提供）,新加坡,https://www.klook.com//zh-TW/activity/52443-singapore-ocean-getaway-cruise-royal-caribbean-international/,130,4K+,4.2,3135,2022-04-14 00:00:00,
Klook獨家優惠｜台北101觀景台｜門票・ 兒童公益市集套票,台北,https://www.klook.com//zh-TW/activity/1659-taipei-101-taipei/,"30,064",800K+,4.7,82,2022-03-26 00:00:00,"4/2-5/8連續6個周末，台北101觀景台於89F舉辦「愛在雲端101兒童公益市集」活動，現場超過20個童趣互動攤位：小釣手、籃球機、丟沙包、打彈珠、親子手作等，一站玩滿！透過手作、勞作、遊戲的過程，增進親子感情，邊玩邊做公益

![公益市集_A套票_1200X800_2](https://res.klook.com/image/upload/v1646976125/admin-markdown/r04fgzoj0yaxc1cnimej.jpg)

兒童天空體驗提供寓教於樂的體驗內容，課程有從高空認識台北、101小小建築師、101高空故事營、雲端永續體驗營，引導孩童從地理、土木、永續等面向認識全世界最高的綠建築--台北101 （活動陸續推出，採現場預）

另有101件精品義賣，讓您買精品也能做公益！及愛心大使，邀請名人捐出二手服飾與物品，一起加入做公益的行列


"
新北｜野柳地質公園｜門票,台北,https://www.klook.com//zh-TW/activity/9548-yehliu-geopark-admission-ticket-taipei/,"7,474",100K+,4.8,33,2022-03-26 00:00:00,"前往位於台灣新北市的野柳地質公園，那裡有著台灣最多、最獨特的奇岩美石，其中以栩栩如生的女王頭為最著名的地標。除了女王頭外，野柳地質公園在數萬年的海蝕、風化和地殼運動後，形成了海蝕洞溝、蜂窩石、燭狀石、豆腐石、蕈狀岩、壺穴等特殊的地質景觀。美國電視台CNN更曾報導過野柳地質公園的獨特美景，形容這裡媲美太空地質，是地球上最像火星的岩石環境。野柳地質公園為大屯山餘脈伸向海中的一處岬角，全長約1,700公尺，外形如同海龜，故又被稱為「野柳龜」。"
台北｜國立故宮博物院｜電子門票｜台灣籍限定,台北,https://www.klook.com//zh-TW/activity/10136-national-palace-museum-ticket-package-taipei/,"4,074",100K+,4.7,41,2022-03-26 00:00:00,想要深入了解中華文化，那就從國立故宮博物院開始探索吧！一次玩轉台北和嘉義南北兩院故宮！台北故宮博物院的藏品相當豐富，文物珍寶幾乎涵蓋了中華五千年的輝煌歷史，數量多達65萬件，被譽為「中華文化寶庫」。在這裡，你將有機會親眼目睹三大鎮館之寶，包括「肉形石」、「翠玉白菜」和「毛公鼎」，其栩栩如生的整體造型和精細完美的製作工藝，讓人嘆為觀止。除了近距離觀賞各種稀世珍品外，還可以參觀園區的至善園、至德園和張大千紀念館等。當然，嘉義國立故宮博物院也值得前來一探，不同於台北故宮的宮殿式建築外觀，這裡以現代風格的綠色建築聞名，不僅可以看到瓷器、佛經、書畫等精品典藏，各種國內外的展覽也值得遊覽，周邊更有人工濕地、熱帶花園、水岸舞台等休閒區域，讓你在飽覽文化瑰寶之餘，放鬆身心。快來體驗一次中華文化瑰寶的探索之旅，絕對讓你不虛此行！
期間限定｜台北雙層觀光巴士之旅｜TOMICA聯名套票,台北,https://www.klook.com//zh-TW/activity/2921-double-decker-bus-tour-taipei/,"5,138",100K+,4.5,41,2022-03-26 00:00:00,台北雙層觀光巴士，擁有亮眼紅色車身，搭配頂層半露天座位，外觀結合熱門景點繪圖，相當搶眼吸睛，讓你的台北旅程，變得更加便捷和浪漫！白天晚上皆可搭乘，分為經典紅藍路線，行經國父紀念館、行天宮、西門紅樓等景點，車輛上也會搭配中、英、日、韓的多語系導覽系統，方便了解各景點資訊。全天任意上下車，輕鬆暢遊台北熱門景點，自由開啟你的台北熱門地標之旅！
台北｜貓空纜車＆動物園｜套票,台北,https://www.klook.com//zh-TW/activity/16000-maokong-gondola-combo-ticket-taipei/,"6,401",70K+,4.7,66,2022-03-26 00:00:00,想要以不同的方式體驗台灣最精彩絕倫的城市風景嗎？現在就用KLOOK預訂最受歡迎的貓空纜車車票，搭乘「貓纜之眼」水晶車廂，從高空俯瞰貓空悠閒山景、遠眺台北城市天際線。前往訪台旅客最愛景點之一，暫時脫離市區喧囂，到古道縱橫的貓空感受不一樣的城市風景。曾為台北最大產茶區的貓空，已經搖身變為觀光勝地，山上除了有著眾多茶店以外，也有許多保留完善的自然美景，最適合呼朋引伴一同叫上一壺好茶，放下煩憂、共享悠然風景。搭乘底部為強化玻璃製成的水晶車廂，感受懸浮在高空美景之上的刺激樂趣。更棒的是，購買本套票還能搭乘台北雙層觀光巴士，享受玩貓空之美後，再繼續體驗台北夜生活。乘坐在半露天的座位之上，任意遊覽入夜後的都市叢林樣貌，輕鬆抵達各大不容錯過的熱門景點。最有內容的超值套票，等你來體驗！
台北｜北投春天酒店｜大眾湯・湯屋溫泉券｜可選購含餐方案,台北,https://www.klook.com//zh-TW/activity/7950-spring-city-resort-beitou-hot-spring-spa-taipei/,"4,483",60K+,4.5,136,2022-03-26 00:00:00,北投春天酒店位於北投溫泉源頭—大磺嘴的至高點，引流日本號稱「帝王泉」的白磺溫泉，春天溫泉地近源頭而得天獨厚，泉量四季豐沛、源源不斷，完全不受污染，堪稱國內最豪華的溫泉設備。除了泡湯住宿、個人湯屋可以泡湯外，更棒的是露天風呂有多達九種的戶外Spa池，可以闔家大小一起泡溫泉。白磺泉源全年不竭，其泉質少硫磺味，能使膚質更為細緻。不但能享受舒筋活骨的放鬆，還可以欣賞在白煙氤氳中，溫泉水從特殊設計的水龍頭，所流出一道完美的弧線。戶外「露天風呂」中九大功能池的SPA水療設施，種類豐富，帶給你高品質的溫泉體驗！紅檜俱樂部位於春天本館的三樓，佔地百坪，獨創室內溫泉與戶外美景結合的半露天浴池，俱樂部裡擁有頂級及齊全的設備，如觀音石大眾湯池、檜木烤箱、石板浴、蒸氣室、健身房、露天游泳池、人體工學休眠椅、寬廣舒適更衣室、會員專屬閱覽室…等，擁有高品質、極具貼心的環境與服務，享受『帝王泉』白磺溫泉原湯中，佐以自然美景相伴，身心靈頓時解放。悠閒寧靜又提供隱私，提供一個高優質的泡湯環境，尊榮獨享盡在紅檜俱樂部！
台北｜故宮博物院＆順益原住民博物館｜門票,台北,https://www.klook.com//zh-TW/activity/937-national-palace-museum-shung-ye-museum-of-formosan-aborigines-taipei/,"1,170",50K+,4.5,105,2022-03-26 00:00:00,台北故宮與順益原住民博物館聯合推出的聯合通票，讓你以優惠價格，一次遊覽兩大博物館。安排一趟包含文化教育、娛樂和豐富人生的博物館之旅！一天之中飽覽包括翠玉白菜、肉形石在內，以北平、熱河、瀋陽三處清宮文物，為典藏主體的中華璀璨文化，還能投入豐富多元的台灣原住民文化之中。
台北兒童新樂園｜一日票,台北,https://www.klook.com//zh-TW/activity/32301-taipei-childrens-amusement-park-one-day-pass/,"3,137",40K+,4.9,51,2022-03-26 00:00:00,
限時7折｜台北｜美麗華百樂園摩天輪｜門票,台北,https://www.klook.com//zh-TW/activity/17764-miramar-entertainment-park-ferris-wheel-taipei/,"2,294",20K+,4.8,35,2022-03-26 00:00:00,來到台灣最熱鬧的大都會台北，不論是與情人或家人，都不能錯過從美麗華摩天輪欣賞整座城市的絕佳機會！隨著摩天輪緩緩升起再下降，從不同角度欣賞台北市容，是你進一步認識台北的良機。立即透過KLOOK預訂，你就有機會在95公尺的高空中飽覽台北美景，是許多情侶在台北約會的熱門選擇。還有機會體驗夜間表演，欣賞霓虹燈光秀，絕對是浪漫滿分的約會好去處！
台北｜奧森兒童博物館｜門票,台北,https://www.klook.com//zh-TW/activity/34417-kidsawesome-childrens-museum-ticket/,555,10K+,4.7,55,2022-03-27 10:00:00,
異國饗宴限時套票｜台北 | i-Ride TAIPEI｜飛行體驗門票 | 限時企劃《下一站去哪》,台北,https://www.klook.com//zh-TW/activity/21048-i-ride-flying-cinema-experience-center-taipei/,"1,272",10K+,4.6,92,2022-03-26 00:00:00,"## 關於i-Ride5D飛行劇院

![undefined](https://res.klook.com/image/upload/v1635824144/admin-markdown/x3pp18qutafqicbzyh7l.jpg)
* 全球超過三千萬人次搭乘，風靡全球的i-Ride 5D飛行劇院總部位於高雄軟體園區，結合科技與娛樂沉浸式體驗，將乘客座椅推進20米巨大球幕中，雙腳懸空隨著座椅擺盪，搭配多種感官特效，打造視、聽、嗅、觸、位移五感體驗，感受翱翔異國絕美自然景觀與城市巷弄間的樂趣，以天使視角欣賞各地美景及人文慶典，來趟身歷其境的冒險飛行旅程

![undefined](https://res.klook.com/image/upload/v1643647260/admin-markdown/nprggyyputckly0insey.jpg)
* 飛行劇院的獨家專利，結合視覺、聽覺、嗅覺、觸覺與移動的5種感官體驗，旅客將搭乘懸空式動感座椅，感受巨型球幕影片帶來的震撼

![10 (1)](https://res.klook.com/image/upload/v1638240043/admin-markdown/lwikfuibrwqgfvwzijzh.jpg)
* 年度主打片《飛越臺灣》取材於臺灣豐富的地景及節慶特色，例如鵝鑾鼻、三仙台、蘭嶼、池上、西螺大橋媽祖繞境及台南鹽水蜂炮等都在本次影片當中，讓搭乘者在短時間內上山下海、造訪數十個最具備「臺灣味」的特色景點！

![10 (3)](https://res.klook.com/image/upload/v1641984268/admin-markdown/tmtdz5945ytyvnjxqzjc.jpg)
* 《飛越美國》掠過尼加拉大瀑布，穿梭芝加哥最美天際線，在夏威夷漫步後，從高聳冷冽的雪山挑戰直升機滑雪，展開一場老鷹視野的冒險旅程"
台北市立動物園｜門票,台北,https://www.klook.com//zh-TW/activity/34262-maokong-gondola-taipei-zoo-tickets/,"1,185",10K+,4.8,16,2022-03-26 00:00:00,
台北｜袖珍博物館｜門票,台北,https://www.klook.com//zh-TW/activity/15528-miniatures-museum-taiwan-ticket-taipei/,955,10K+,4.8,43,2022-03-26 00:00:00,小時候，我們都渴望能擁有一座屬於自己的夢幻娃娃屋，裡頭的擺設一定得精挑細選，馬虎不得，過去的你是否曾幻想自己是一位名媛淑女或紳士名流，和家人一同住在一座富麗堂皇的小小城堡之中，過著幸福又溫馨的甜蜜生活？現在，我們將帶你走訪這間網羅世界各地迷你精品的袖珍博物館，重返童年的美好時光。這裡收藏了多達200件歐美袖珍精品，從舉世聞名的歷史建築，到近代的知名地標，每樣作品皆以12比1的比例縮小製作，精緻度絕對令你瞠目結舌。此外，在博物館內還能了解到袖珍藝術的起源與發展，以及作品複雜的製作過程，或許這也能激發你的創作靈感，完成一間專屬於你的夢幻小屋呢！喜愛迷你小物的朋友們，袖珍博物館絕對是你不可錯過的第一首選。
限時57折｜KLOOK獨家｜新北｜宏匯廣場 VR ZONE 虛擬實境遊樂園｜體驗票,台北,https://www.klook.com//zh-TW/activity/41078-hongwell-mall-vr-zone-day-pass/,613,10K+,4.7,55,2022-03-26 00:00:00,"**12款黃金級IP搶先看！（每張票可任選一項遊戲體驗）**
* 太鼓之達人VR（太鼓の達人 VRだドン！）
* VR爽快射擊 大蜜蜂狂熱（シューティング ギャラガフィーバー）
* 瑪利歐賽車ARCADE GP VR（マリオカート アーケードグランプリVR）
* 哥吉拉VR（ゴジラVR）
* 新世紀福音戰士VR The 魂之座：暴走（エヴァンゲリオンVR The魂の座：暴走）
鋼彈VR 台場強襲（機動戦士ガンダム ダイバ強襲）
* 驚恐實感體驗室 病樓逃亡Ω（ホラー実体験室 脱出病棟Ω（オメガ））
* 極限膽量試驗 飛翔自行車（極限度胸試し ハネチャリ）
* 鬥膽踏天 高空恐懼㊣（極限度胸試し 高所恐怖しSHOW）
* 急滑降體感機 巔峰飆雪（急滑降体感機 スキーロデオ）
* 漂流大冒險VR 激流直下（冒険川下りVR ラピッドリバー）
* 巨型氣球爆炸室（PANIC CUBE）
* ⓒBANDAI NAMCO Amusement Inc.
ⒸBANDAI NAMCO Entertainment Inc. ⒸBANDAI NAMCO Amusement Inc.
GALAGA is a trademark/registered trademark of BANDAI NAMCO Entertainment Inc.
ⓒBANDAI NAMCO Amusement Inc.
ⓒkhara
ⓒBANDAI NAMCO Amusement Inc.
ⓒNintendo Licensed by Nintendo
ⓒBANDAI NAMCO Amusement Inc.
ⓒSOTSU・SUNRISE
TM & © TOHO CO., LTD.
Taiko no Tatsujin is a trademark/registered trademark of BANDAI NAMCO Entertainment Inc."
台北｜北投南豐天玥泉溫泉會館｜大眾風呂・禪式湯屋美人湯｜需現場候位,台北,https://www.klook.com//zh-TW/activity/48602-beitou-hot-spring-resort-experience-taipei/,826,10K+,4.6,158,2022-03-26 00:00:00,
新北｜九份老街＆東北角海岸之旅,台北,https://www.klook.com//zh-TW/activity/462-chiufen-village-the-northeast-coast-taipei/,741,10K+,4.4,327,2022-03-27 00:00:00,四面環海且位處火山帶的台灣，土地肥沃且物產豐盛。沿海地區雖長年歷經強風與海蝕，卻意外獲得大自然的雕塑品：壯觀的奇岩異石。居民堅毅勤奮、知足和善，讓這裡散發著樸實的親切感與人情味。來到九份一日遊，走在九份老街的橫街窄巷，隨著人流在古色建築中穿梭，猶如電影的情節。用一個午後的時光，看看東北角海岸的獨有風光，再享受九份的懷舊氣息，讓你的台北之旅多一層深度體會。
新北｜東北角黃金海岸線一日遊,台北,https://www.klook.com//zh-TW/activity/4043-northeast-coast-scenic-day-tour-taipei/,759,9K+,4.4,262,2022-03-30 00:00:00,
新北｜野柳海洋世界｜門票,台北,https://www.klook.com//zh-TW/activity/3639-yehliu-ocean-world-ticket-taipei/,512,8K+,4.5,98,2022-03-27 00:00:00,"野柳海洋世界為台灣第一座展示海洋哺乳類動物之展館，走過三十年，今日的海洋劇場成為以海洋哺乳類生態知識為主題的生態展演劇場，在維納斯海岸環抱、遙望基隆嶼的絕美海岸線風光中，為您揭開蔚藍海洋的神秘面紗。

來到野柳海洋世界，一窺海洋夥伴們的神秘面紗，還可以近距離觀察活潑的海獅們，濕濕的鼻頭、骨嚕骨嚕轉的大眼睛，在
牠們可愛俏皮的外表下，這些有著大手大腳的鰭腳類動物們會展露出哪些獨特的面貌呢？鯨豚家族中廣受人們喜愛的瓶鼻海豚，現在他們雖然暢游於蔚藍大海中，不過回到最初，他們的祖先可是生活在陸地上的動物呢！究竟在長長演化之路中，海豚是如何成為今日的「海中精靈」呢？聰明的海豚夥伴，與人類的關係緊密、情感深厚，在野柳海洋世界中，他們又是如何受到飼育員與獸醫的細心照料與呵護？

近年來，受到海洋污染、氣候異常等等的影響，這些海洋夥伴們其實也面臨的嚴酷的生存危機，我們還能做些什麼事，為這些同住在地球上的海洋夥伴盡一份力呢？所有海洋夥伴們的有趣秘密故事與豐富的生態知識，就在野柳海洋世界-海洋劇場！"
可指定師傅再享85折｜台北多分店｜指舞春秋足體養生會館｜按摩券｜需電話預約,台北,https://www.klook.com//zh-TW/activity/47825-chun-qiu-massage-experience-taipei/,723,8K+,4.7,186,2022-03-26 00:00:00,
春節即買即用｜71折起｜新北｜朱銘美術館｜門票,台北,https://www.klook.com//zh-TW/activity/27093-juming-museum-ticket/,454,6K+,4.8,76,2022-03-27 00:00:00,
KLOOK振興買1送1｜新北｜滿月圓國家森林遊樂區｜門票,台北,https://www.klook.com//zh-TW/activity/43888-manyueyuan-forest-recreation-area-ticket/,390,6K+,4.9,22,2022-03-26 00:00:00,
KLOOK獨家｜感謝祭78折起｜村之閣｜Spa按摩券｜捷運中山國小站｜需電話預約,台北,https://www.klook.com//zh-TW/activity/48300-village-spa-experience-taipei/,682,6K+,4.8,351,2022-03-26 00:00:00,
限時優惠79折｜台北站｜《會動的文藝復興》藝術大展｜門票,台北,https://www.klook.com//zh-TW/activity/56878-firenze-exhibition-ticket-taipei-kaohsiung/,191,6K+,4.5,134,2022-03-26 00:00:00,"## 【會動的文藝復興】沈浸式藝術展—台北站
* 展覽期間：2022/1/22(六) – 2022/5/2(一)
* 營業時間：10:00-18:00（17:30最後入場）※除夕休館※
* 展覽地點：台北花博流行館（台北花博公園圓山園區，104台北市中山區中山北路三段）
 
 
 ### **展覽介紹**


全球首展「會動的文藝復興」藝術大展，一次看到36家世界級博物館及美術館的文藝復興時期24位藝術大師200幅名畫，以及「世界文化遺產」聖母百花大教堂穹頂的巨幅濕壁畫「末日審判」。
「會動的文藝復興」將於2021/6/25-9/21於台北花博流行館與高雄國立科學工藝博物館同步展出。展覽最大焦點是將百花大教堂穹頂濕壁畫從義大利佛羅倫斯「搬」到台灣來，這是全球第一個與世界著名教堂合作的創舉，觀眾可以透過數位多媒體的方式10公尺近距離欣賞百花大教堂紅磚大圓拱頂的壯麗宏偉，以及濕壁畫「末日審判」構圖繁複精細，採用透視法讓穹頂無限伸延的視覺震撼。

集結文藝復興時期300年最代表性的畫作，包括文藝復興三傑—達文西、拉斐爾、米開朗基羅與波提且利、卡拉瓦喬、喬托、提香等24位大師200幅畫，委託獲得美國葛萊美、泰利獎等國際大獎的製作團隊以原寸仿真、AR介紹及540°環場投影沉浸式體驗，搭配立體環繞音效等不同手法，提供觀眾兼具藝術性、教育性、娛樂性和社交性的多重享受的藝術饗宴，今年暑假您絕對不能錯過喔！

### **3大創舉  台灣NO.1**

**史上最全文藝復興精華**
* 飽覽5位藝術大師，300年文藝復興經典
* 超過36家博物館珍品，24位畫家200幅名畫

**台灣最大規模沉浸體驗**
* 台灣x義大利x美國跨國團隊，攜手淬煉歷史瑰寶
* 策展規畫質量更勝其他藝術光影展

**全球巡展首站榮歸台灣**
* 末日審判」首度搬出義大利，全球首站在台灣
* 世界文化遺產數位科技華麗解密，深入細節看個夠

### **4大展區介紹 絕對必看**

### **穹頂投影+540°環場投影+ AR導覽&拍照+HD仿真畫作+LED顯示屏+全彩燈箱+立體環繞音響**

**展區I：人類曙光  走進文藝復興歷史長廊**

走進展場，彷彿回到600年前文藝復興時光走廊，主辦單位選取文藝復興從早期至晚期代表畫作，梳理不同時期畫作的特點，並折射對應東西方背景歷史，加上影片、圖表、原寸複製畫及場景重現的展示手法，讓觀眾回到文藝復興時期，領略「文藝復興三傑」達文西、拉斐爾、米開朗基羅及喬托、提香等24位大師的藝術風采與傳世經典。

**展區II：眾星閃耀  大師鉅作全境沉浸式體驗**

跨國團隊精選達文西、拉斐爾、米開朗基羅及波提且利、卡拉瓦喬等五位藝術巨擘的百餘張畫作，製作出時而磅礴、時而瑰麗，時而特寫、時而互動的影片，投影在高達5米的環場巨幕以及地面，搭配世界級的背景音樂和音效工程，創造前所未有的540°環場沉浸體驗，讓觀眾跨越時空地域，跟著波提且利的浪漫與哀愁、達文西的深奧似海、米開朗基羅的崇峻如山、拉斐爾的開闊如平原、卡拉瓦喬的光影魔術，在光影交織之下感受數位藝術的詩意情懷，跟著文藝復興時期的輝煌與沒落而感動。

**展區III：經典傳承  光之藝廊科技演繹傳統**

在這條長達50公尺的長廊兩側，依據「肖像」、「宗教」與「神話」三大主題，以燈箱展示近百幅文藝復興不同時期、國家地區的畫作，輕鬆有趣的拆解畫作背後的歷史文化、視覺語言及哲學思想，讓觀眾漫步在歷史名畫與現代科技相互輝映的場景中，感受不一樣的藝術恆久之美。

**展區IV：文化遺產  百花大教堂獨家亮相**

世界文化遺產—布魯內萊斯基的穹頂、瓦薩里的濕壁畫「末日審判」
聖母百花大教堂的圓形穹頂及「末日審判」濕壁畫是文藝復興的標誌，表現了當時人們勇於開創的偉大精神，成為舉世驚嘆的世界文化遺產。

主辦單位與義大利SM集團合作，爬上50公尺高的穹頂拍攝濕壁畫實景，全球獨家取得高解析度底片授權，再以數位動畫科技重新演繹畫作，並結合最新的充氣巨蛋和穹頂投影技術，將教堂穹頂結構和濕壁畫原汁原味「搬」到台灣，讓觀眾不必遠渡重洋即可目睹栩栩如生的天堂和地獄的場景，遨遊於世間善惡及經典藝術的無垠空間。

![圖片二](https://res.klook.com/image/upload/v1619435832/admin-markdown/rtamkw8h2ijdvnfjtmu7.jpg)

### **5位藝術大師 風格與特色**
### **一起與文藝復興藝術大師跨越時空地域**

跟著波提且利的浪漫與哀愁、達文西的深奧似海、米開朗基羅的崇峻如山、拉斐爾的開闊如平原、卡拉瓦喬的光影魔術，在光影交織中，感受數位藝術的詩意情懷，跟著文藝復興時期的輝煌與沒落而感動

![圖片三](https://res.klook.com/image/upload/v1619436008/admin-markdown/wj6dn9adctxvhztszj4h.jpg)

### **隨便拍，都是網美 3大IG打卡點**

**古典型浪漫 重返琉金歲月漫遊威尼斯**

引領觀眾由盛世的佛羅倫斯走向繁華富麗的威尼斯時期，運用威尼斯畫派的畫家──弗朗切斯卡‧瓜爾迪（Francesco Lazzaro Guardi）的《坎納雷喬運河上的風光》（View on the Cannaregio Canal, Venice）打造運河場景並搭配一比一製作的貢多拉（Gondola），提供民眾義大利威尼斯運河的互動情境，讓人彷彿身臨義大利威尼斯運河浪漫之旅！

**氣質型浪漫 穿越文藝復興盛世 重回佛羅倫斯**

以自由、幽默和不同於凡的手法重新詮釋源自文藝復興時期的獨特浪漫，跨越性別、文化與時空，以當代視野開啟復古美學之旅，沉浸於拉斐爾、提香、安尼巴萊卡拉奇等畫傑的傳世作品中，穿梭在藝品廊道間，將文藝復興的概念以充滿詩意的方式呈現。

**知識型浪漫 「最後的晚餐」超仿真臨摹**

文藝復興繪畫中出現Cangiante（換色法）、Chiaroscuro（明暗對照法）、Sfumato（暈塗法）和Unione（統合法）這四種風格迥異的繪畫技法，影響深遠。本展特邀名家檔案「MURA畫室」黃麗卿老師解說，並以世界頂級複製畫作法「油墨筆觸」，透過一層層薄塗上色表現立體層次，以強化人物輪廓表情，再用多色混合出暗卻不單調的背景，完成達文西「最後的晚餐」仿真臨摹，讓觀賞者近距離欣賞每一筆細微處的色彩豐富性，感受立體層次感的逼真度，重現大師畫風。
![圖片四](https://res.klook.com/image/upload/v1619436400/admin-markdown/hy1isxc8mk7x2ozbg8zu.jpg)

### **台灣也買得到義大利時尚！藝術生活市集**

**藝術生活市集為歐式風格設計，占地250坪，台灣特展首見！搭配假日及星光演出，打造2021夏日新樂園。**

* 第I區：輕食、茶飲、啤酒，即食行樂
* 第II區：文創生活紀念品，為生活增添藝術色彩。將文藝復興圖樣製成商品，讓時尚融入生活的各個角落。
![圖片五](https://res.klook.com/image/upload/v1619436558/admin-markdown/dc5uzbyrurjsbhxmgfze.jpg)"
新加坡海洋光譜號＆海洋量子號 Ocean Getaway 遊船之旅（皇家加勒比海國際郵輪提供）,新加坡,https://www.klook.com//zh-TW/activity/52443-singapore-ocean-getaway-cruise-royal-caribbean-international/,130,4K+,4.2,3135,2022-04-14 00:00:00,
Klook獨家優惠｜台北101觀景台｜門票・ 兒童公益市集套票,台北,https://www.klook.com//zh-TW/activity/1659-taipei-101-taipei/,"30,064",800K+,4.7,82,2022-03-26 00:00:00,"4/2-5/8連續6個周末，台北101觀景台於89F舉辦「愛在雲端101兒童公益市集」活動，現場超過20個童趣互動攤位：小釣手、籃球機、丟沙包、打彈珠、親子手作等，一站玩滿！透過手作、勞作、遊戲的過程，增進親子感情，邊玩邊做公益

![公益市集_A套票_1200X800_2](https://res.klook.com/image/upload/v1646976125/admin-markdown/r04fgzoj0yaxc1cnimej.jpg)

兒童天空體驗提供寓教於樂的體驗內容，課程有從高空認識台北、101小小建築師、101高空故事營、雲端永續體驗營，引導孩童從地理、土木、永續等面向認識全世界最高的綠建築--台北101 （活動陸續推出，採現場預）

另有101件精品義賣，讓您買精品也能做公益！及愛心大使，邀請名人捐出二手服飾與物品，一起加入做公益的行列


"
新北｜野柳地質公園｜門票,台北,https://www.klook.com//zh-TW/activity/9548-yehliu-geopark-admission-ticket-taipei/,"7,474",100K+,4.8,33,2022-03-26 00:00:00,"前往位於台灣新北市的野柳地質公園，那裡有著台灣最多、最獨特的奇岩美石，其中以栩栩如生的女王頭為最著名的地標。除了女王頭外，野柳地質公園在數萬年的海蝕、風化和地殼運動後，形成了海蝕洞溝、蜂窩石、燭狀石、豆腐石、蕈狀岩、壺穴等特殊的地質景觀。美國電視台CNN更曾報導過野柳地質公園的獨特美景，形容這裡媲美太空地質，是地球上最像火星的岩石環境。野柳地質公園為大屯山餘脈伸向海中的一處岬角，全長約1,700公尺，外形如同海龜，故又被稱為「野柳龜」。"
台北｜國立故宮博物院｜電子門票｜台灣籍限定,台北,https://www.klook.com//zh-TW/activity/10136-national-palace-museum-ticket-package-taipei/,"4,074",100K+,4.7,41,2022-03-26 00:00:00,想要深入了解中華文化，那就從國立故宮博物院開始探索吧！一次玩轉台北和嘉義南北兩院故宮！台北故宮博物院的藏品相當豐富，文物珍寶幾乎涵蓋了中華五千年的輝煌歷史，數量多達65萬件，被譽為「中華文化寶庫」。在這裡，你將有機會親眼目睹三大鎮館之寶，包括「肉形石」、「翠玉白菜」和「毛公鼎」，其栩栩如生的整體造型和精細完美的製作工藝，讓人嘆為觀止。除了近距離觀賞各種稀世珍品外，還可以參觀園區的至善園、至德園和張大千紀念館等。當然，嘉義國立故宮博物院也值得前來一探，不同於台北故宮的宮殿式建築外觀，這裡以現代風格的綠色建築聞名，不僅可以看到瓷器、佛經、書畫等精品典藏，各種國內外的展覽也值得遊覽，周邊更有人工濕地、熱帶花園、水岸舞台等休閒區域，讓你在飽覽文化瑰寶之餘，放鬆身心。快來體驗一次中華文化瑰寶的探索之旅，絕對讓你不虛此行！
期間限定｜台北雙層觀光巴士之旅｜TOMICA聯名套票,台北,https://www.klook.com//zh-TW/activity/2921-double-decker-bus-tour-taipei/,"5,138",100K+,4.5,41,2022-03-26 00:00:00,台北雙層觀光巴士，擁有亮眼紅色車身，搭配頂層半露天座位，外觀結合熱門景點繪圖，相當搶眼吸睛，讓你的台北旅程，變得更加便捷和浪漫！白天晚上皆可搭乘，分為經典紅藍路線，行經國父紀念館、行天宮、西門紅樓等景點，車輛上也會搭配中、英、日、韓的多語系導覽系統，方便了解各景點資訊。全天任意上下車，輕鬆暢遊台北熱門景點，自由開啟你的台北熱門地標之旅！
台北｜貓空纜車＆動物園｜套票,台北,https://www.klook.com//zh-TW/activity/16000-maokong-gondola-combo-ticket-taipei/,"6,401",70K+,4.7,66,2022-03-26 00:00:00,想要以不同的方式體驗台灣最精彩絕倫的城市風景嗎？現在就用KLOOK預訂最受歡迎的貓空纜車車票，搭乘「貓纜之眼」水晶車廂，從高空俯瞰貓空悠閒山景、遠眺台北城市天際線。前往訪台旅客最愛景點之一，暫時脫離市區喧囂，到古道縱橫的貓空感受不一樣的城市風景。曾為台北最大產茶區的貓空，已經搖身變為觀光勝地，山上除了有著眾多茶店以外，也有許多保留完善的自然美景，最適合呼朋引伴一同叫上一壺好茶，放下煩憂、共享悠然風景。搭乘底部為強化玻璃製成的水晶車廂，感受懸浮在高空美景之上的刺激樂趣。更棒的是，購買本套票還能搭乘台北雙層觀光巴士，享受玩貓空之美後，再繼續體驗台北夜生活。乘坐在半露天的座位之上，任意遊覽入夜後的都市叢林樣貌，輕鬆抵達各大不容錯過的熱門景點。最有內容的超值套票，等你來體驗！
